"","ListingKey","ListingNumber","ListingCreationDate","CreditGrade","Term","LoanStatus","ClosedDate","BorrowerAPR","BorrowerRate","LenderYield","EstimatedEffectiveYield","EstimatedLoss","EstimatedReturn","ProsperRating..numeric.","ProsperRating..Alpha.","ProsperScore","ListingCategory..numeric.","BorrowerState","Occupation","EmploymentStatus","EmploymentStatusDuration","IsBorrowerHomeowner","CurrentlyInGroup","GroupKey","DateCreditPulled","CreditScoreRangeLower","CreditScoreRangeUpper","FirstRecordedCreditLine","CurrentCreditLines","OpenCreditLines","TotalCreditLinespast7years","OpenRevolvingAccounts","OpenRevolvingMonthlyPayment","InquiriesLast6Months","TotalInquiries","CurrentDelinquencies","AmountDelinquent","DelinquenciesLast7Years","PublicRecordsLast10Years","PublicRecordsLast12Months","RevolvingCreditBalance","BankcardUtilization","AvailableBankcardCredit","TotalTrades","TradesNeverDelinquent..percentage.","TradesOpenedLast6Months","DebtToIncomeRatio","IncomeRange","IncomeVerifiable","StatedMonthlyIncome","LoanKey","TotalProsperLoans","TotalProsperPaymentsBilled","OnTimeProsperPayments","ProsperPaymentsLessThanOneMonthLate","ProsperPaymentsOneMonthPlusLate","ProsperPrincipalBorrowed","ProsperPrincipalOutstanding","ScorexChangeAtTimeOfListing","LoanCurrentDaysDelinquent","LoanFirstDefaultedCycleNumber","LoanMonthsSinceOrigination","LoanNumber","LoanOriginalAmount","LoanOriginationDate","LoanOriginationQuarter","MemberKey","MonthlyLoanPayment","LP_CustomerPayments","LP_CustomerPrincipalPayments","LP_InterestandFees","LP_ServiceFees","LP_CollectionFees","LP_GrossPrincipalLoss","LP_NetPrincipalLoss","LP_NonPrincipalRecoverypayments","PercentFunded","Recommendations","InvestmentFromFriendsCount","InvestmentFromFriendsAmount","Investors"
"46161","18EB3581150498226A29C5E",814739,"2013-06-19 14:05:31.620000000","",60,"Current","",0.13942,0.1169,0.1069,0.103,0.0324,0.0706,6,"A",7,1,"CA","Sales - Commission","Employed",179,"True","False","","2013-06-19 14:05:10",760,779,"1984-07-01 00:00:00",30,30,57,34,1091,1,5,1,334,0,0,0,38804,0.39,52983,53,0.96,1,0.21,"$75,000-99,999","True",7666.666667,"7FD6368485785246783FFE7",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,9,93618,20000,"2013-06-26 00:00:00","Q2 2013","1C723581330011287FB1547",441.76,3527.6745,2033.9,1493.7745,-128.34,0,0,0,0,1,0,0,0,1
"110225","255B3365536775543A78E5E",33017,"2006-08-21 14:03:18.827000000","A",36,"Completed","2009-08-25 00:00:00",0.15713,0.15,0.145,NA,NA,NA,NA,"",NA,0,"NY","Food Service","Not available",NA,"True","False","","2006-08-21 13:55:10",720,739,"1986-04-01 00:00:00",NA,NA,51,15,1030,6,15,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.6,"Not displayed","True",5416.666667,"5EA13367026082609879BCA",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,91,2826,3000,"2006-08-25 00:00:00","Q3 2006","C3603365459427565BCFCED",50.15,3799.47,3006.62,792.85,-20.74,-123.76,0,0,0,1,0,0,0,12
"97838","CABE3597364216474A94C36",1092167,"2013-12-23 12:31:34.280000000","",36,"Current","",0.14206,0.1139,0.1039,0.09989,0.0349,0.06499,6,"A",11,13,"CA","Other","Employed",51,"False","False","","2013-12-12 09:24:58",660,679,"1999-07-17 00:00:00",5,5,18,3,66,3,5,0,0,3,0,0,2877,0.85,423,18,0.94,0,0.11,"$75,000-99,999","True",7750,"E0563700851529101F5E7F1",3,78,70,8,0,25500,6302.44,NA,0,NA,3,124213,3000,"2013-12-27 00:00:00","Q4 2013","A2BE346621822579079E1F8",98.77,774.0638,732.5,41.5638,-3.74,0,0,0,0,1,0,0,0,1
"16827","B5313597490536385F0F7C8",1070402,"2013-12-13 09:20:59.137000000","",60,"Current","",0.15016,0.1274,0.1174,0.1121,0.0424,0.0697,5,"B",11,1,"MN","Doctor","Employed",35,"True","False","","2013-12-13 09:21:01",700,719,"2000-04-10 00:00:00",23,23,35,14,925,3,8,0,0,0,0,0,44626,0.48,36035,33,1,1,0.23,"$100,000+","True",23333.333333,"E72C370120510792614C9B2",2,61,61,0,0,40000,4912.29,NA,0,NA,3,122141,25000,"2013-12-18 00:00:00","Q4 2013","C4D9342551291883398BDCC",565.5,1131,593.18,537.82,-42.21,0,0,0,0,1,1,0,0,448
"82492","DE213365204994439C98473",14387,"2006-05-18 19:11:51.630000000","AA",36,"Chargedoff","2008-03-30 00:00:00",0.16095,0.1538,0.145,NA,NA,NA,NA,"",NA,0,"FL","","",NA,"True","False","A8113366311579615424760","2006-05-18 19:11:51.537000000",780,799,"1989-01-01 00:00:00",NA,NA,26,0,0,9,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.36,"Not displayed","True",4333.333333,"66E83364644931540CEF35F",NA,NA,NA,NA,NA,NA,NA,NA,2292,22,94,1073,14950,"2006-05-31 00:00:00","Q2 2006","6E473366385235108987295",521.03,8792.05,6208.27,2583.78,-86.11,0,8741.7,8741.73,0,1,0,0,0,162
"26582","449C3589543015419F2DDBA",909498,"2013-09-19 05:27:32.863000000","",36,"Completed","2014-02-25 00:00:00",0.26917,0.231,0.221,0.20262,0.1075,0.09512,3,"D",4,2,"NJ","Nurse (RN)","Employed",23,"False","False","","2013-09-19 05:27:35",660,679,"2000-01-05 00:00:00",21,17,27,16,743,2,8,0,0,0,0,0,27318,0.57,18039,27,1,2,0.24,"$50,000-74,999","True",5000,"6E553694714426567067994",1,9,9,0,0,4000,3321.2,NA,0,NA,6,102480,4500,"2013-09-25 00:00:00","Q3 2013","DA543565360260547941CBA",174.43,4915.4221,4500,415.4221,-18.11,0,0,0,0,1,0,0,0,1
"37895","99E2358487452934586539C",860719,"2013-08-05 09:23:56.167000000","",36,"Current","",0.19236,0.1559,0.1459,0.1382,0.0524,0.0858,5,"B",3,1,"NY","Professional","Employed",154,"True","False","","2013-08-05 09:23:46",680,699,"1991-01-01 00:00:00",10,10,42,7,482,2,3,0,0,0,0,0,12646,0.94,597,25,1,0,0.22,"$50,000-74,999","True",5666.666667,"9F353689786669523871A12",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7,98390,4000,"2013-08-08 00:00:00","Q3 2013","18233584942271777797E73",139.82,838.92,542.1,296.82,-19.05,0,0,0,0,1,0,0,0,36
"103735","80453578650899773D1E9E9",767110,"2013-05-03 18:53:10.037000000","",36,"Current","",0.27285,0.2346,0.2246,0.2064,0.1025,0.1039,3,"D",3,7,"TN","Other","Other",126,"True","True","4AC5336492870256755D273","2013-05-03 18:53:06",680,699,"2000-08-13 00:00:00",8,5,38,4,40,10,17,0,0,67,1,0,664,0.26,1886,33,0.78,1,0.05,"$50,000-74,999","True",6194.833333,"79CB36833014772641AF6AF",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10,90117,4000,"2013-05-14 00:00:00","Q2 2013","E34033753285621832E3EAB",155.8,1402.2,780.12,622.08,-26.51,0,0,0,0,1,0,0,0,74
"23642","F9813562825011543C6A108",668288,"2012-11-12 11:03:14.883000000","",36,"Chargedoff","2014-02-18 00:00:00",0.21434,0.1774,0.1674,0.1571,0.0649,0.0922,4,"C",8,8,"FL","Accountant/CPA","Employed",67,"True","False","","2012-11-12 11:03:12",700,719,"2003-02-28 00:00:00",11,10,17,6,239,0,2,0,0,0,1,1,13043,0.58,9357,16,1,1,0.29,"$50,000-74,999","True",4916.666667,"2758366583798439553D784",NA,NA,NA,NA,NA,NA,NA,NA,142,15,16,78083,4500,"2012-11-19 00:00:00","Q4 2012","B0833563198678748CE656E",162.1,1621,1022.76,598.24,-33.73,0,3477.24,3477.24,0,1,0,0,0,81
"78490","1BF535613192865055533FB",665273,"2012-11-06 11:26:02.900000000","",36,"Current","",0.09736,0.0839,0.0739,0.0723,0.0174,0.0549,7,"AA",8,1,"OH","Other","Employed",29,"True","False","","2012-11-06 11:26:01",800,819,"1988-04-01 00:00:00",12,10,24,8,246,1,2,0,0,0,0,0,11360,0.28,28141,23,0.95,1,0.39,"$25,000-49,999","True",2816.666667,"2F40366955009259497398E",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15,79021,11510,"2012-12-07 00:00:00","Q4 2012","5AE6356264362487583BE83",362.75,5078.5,4134.71,943.79,-112.5,0,0,0,0,0.8221,0,0,0,115
"14519","49D933781376189948F2F9C",77970,"2006-12-26 07:00:37.367000000","C",36,"Completed","2010-02-01 00:00:00",0.18909,0.18,0.175,NA,NA,NA,NA,"",NA,0,"","Professional","Not available",NA,"True","False","","2006-12-26 06:55:00.027000000",640,659,"1980-05-01 00:00:00",NA,NA,48,7,182,6,20,0,NA,29,1,NA,NA,NA,NA,NA,NA,NA,0.23,"Not displayed","True",8234,"7B803378468684533B71FF9",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,86,6041,2000,"2007-01-02 00:00:00","Q1 2007","947A33761738105598675F5",40.75,2609.35,2000,609.35,-16.83,0,0,0,0,1,0,0,0,21
"69063","CEBD3478815851299C3A4B7",451963,"2010-03-27 15:39:25.420000000","",36,"Chargedoff","2011-10-07 00:00:00",0.34148,0.3012,0.2912,0.1839,0.1,0.1839,3,"D",8,6,"GA","Professional","Full-time",18,"True","False","","2010-03-27 15:36:14",660,679,"1995-01-03 00:00:00",7,6,14,4,366,0,0,0,0,0,1,0,14053,1.01,133,13,1,0,0.22,"$25,000-49,999","True",3942.166667,"945F358402924406545E8B7",NA,NA,NA,NA,NA,NA,NA,NA,1007,18,47,41722,1000,"2010-04-07 00:00:00","Q2 2010","7F5F34807866376670BF47F",42.52,552.76,263.94,288.82,-9.57,0,736.06,736.06,0,1,0,0,0,27
"74155","8C433591209520618FE59AC",963830,"2013-10-18 19:33:18.507000000","",36,"Current","",0.19501,0.1585,0.1485,0.14008,0.0574,0.08268,5,"B",7,6,"VA","Tradesman - Electrician","Employed",106,"True","False","","2013-10-18 19:33:21",680,699,"1993-01-13 00:00:00",8,7,29,4,547,0,2,0,0,4,0,0,17144,0.76,5156,28,0.85,0,0.36,"$50,000-74,999","True",5416.666667,"1F7136996562873902EB27A",1,11,11,0,0,25000,21695.98,NA,0,NA,4,111296,11300,"2013-11-19 00:00:00","Q4 2013","CBB135647700077768E7327",396.44,1184.413,747.92,436.493,-27.86,0,0,0,0,1,0,0,0,1
"8382","2CA435440297003082570FB",580216,"2012-04-18 15:47:27.490000000","",36,"Current","",0.12427,0.0964,0.0864,0.0862,0.02,0.0662,6,"A",8,1,"CA","Sales - Commission","Employed",56,"False","False","","2012-04-18 15:47:25",740,759,"2003-08-26 00:00:00",15,12,22,10,463,2,8,0,0,0,0,0,8501,0.12,35645,22,0.9,2,0.1,"$100,000+","True",12166.666667,"811C36478730804852C8CB9",1,34,31,2,1,5000,0.01,114,0,NA,23,64007,3000,"2012-04-20 00:00:00","Q2 2012","5A4B3397637079367E934BF",96.3,2118.6,1728.93,389.67,-40.42,0,0,0,0,1,0,0,0,38
"30963","48373419816663402A754F3",320707,"2008-04-28 20:58:42.963000000","B",36,"Completed","2011-05-08 00:00:00",0.12453,0.1105,0.1005,NA,NA,NA,NA,"",NA,1,"NC","Sales - Retail","Full-time",95,"False","False","","2008-04-28 20:54:46.083000000",680,699,"1990-02-09 00:00:00",11,9,18,8,250,2,7,0,0,0,0,0,8535,0.28,14001,17,0.7,0,0.32,"$25,000-49,999","True",2583.333333,"F5193419929757690A5C72F",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,70,30740,3000,"2008-05-08 00:00:00","Q2 2008","705833875972368125B4207",98.29,3539.41,2999.99,539.42,-48.81,0,0,0,0,1,0,0,0,81
"35521","B1A835458228319385FD245",584043,"2012-04-30 12:09:13.387000000","",36,"Current","",0.25259,0.2148,0.2048,0.2,0.089,0.111,4,"C",6,2,"TN","Other","Employed",294,"True","False","","2012-04-30 12:09:08",720,739,"1981-08-28 00:00:00",17,16,45,11,981,0,3,0,0,0,0,0,32911,0.86,1483,37,0.86,2,0.34,"$100,000+","True",9950,"D1DC36515358509295065F9",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,22,65543,12000,"2012-05-16 00:00:00","Q2 2012","54F83545924157730DDA410",455.06,9556.26,6052.95,3503.31,-163.08,0,0,0,0,1,0,0,0,176
"63809","CDB13569478410205CB879B",710195,"2013-02-08 14:37:45.140000000","",36,"Completed","2013-03-14 00:00:00",0.17754,0.1414,0.1314,0.1252,0.0449,0.0803,5,"B",7,6,"NJ","Teacher","Employed",29,"True","False","","2013-02-08 14:37:40",800,819,"1990-07-20 00:00:00",7,7,21,6,79,0,1,0,0,0,0,0,2425,0.14,12402,20,1,0,0.07,"$50,000-74,999","True",4833.333333,"757336742065244036E980B",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,13,85229,5000,"2013-02-12 00:00:00","Q1 2013","867D357114010923374BF48",171.23,5051.5,5000,51.5,-3.64,0,0,0,0,1,0,0,0,83
"1289","302436009078010465CF98B",1187844,"2014-02-04 18:29:16.770000000","",60,"Current","",0.21832,0.194,0.184,0.17019,0.0874,0.08279,4,"C",6,1,"KS","Teacher","Employed",102,"True","False","","2014-02-04 18:29:19",660,679,"2000-02-14 00:00:00",11,10,25,7,599,0,2,0,0,0,0,0,20745,0.67,8066,22,0.95,0,0.35,"$50,000-74,999","True",4250,"5F033706408899408CC85F2",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,131578,15000,"2014-02-11 00:00:00","Q1 2014","2803370491795848345841B",392.42,0,0,0,0,0,0,0,0,1,0,0,0,91
"6812","00D73392730421388DC1C9E",156926,"2007-06-23 10:48:31.190000000","AA",36,"Completed","2007-08-10 00:00:00",0.08819,0.071,0.0635,NA,NA,NA,NA,"",NA,0,"CA","Professional","Full-time",79,"True","True","C9643379247860156A00EC0","2007-06-20 22:18:31.977000000",820,839,"1987-02-25 00:00:00",3,3,7,2,15,0,4,0,0,0,0,0,141,0,21959,6,1,0,0.01,"$75,000-99,999","True",7500,"72D533943429455505DC872",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,80,16733,1000,"2007-07-06 00:00:00","Q3 2007","183833906220514664BF42C",30.92,1006.55,1000,6.55,-0.47,0,0,0,0,1,0,0,0,30
"72971","8BF635282009893619D291A",534048,"2011-10-19 12:42:18.867000000","",36,"Chargedoff","2013-11-01 00:00:00",0.35643,0.3199,0.3099,0.2917,0.165,0.1267,1,"HR",1,3,"UT","Truck Driver","Employed",139,"True","False","","2011-10-19 12:42:14",760,779,"2000-03-27 00:00:00",9,6,28,4,847,5,19,0,0,0,0,0,0,0,0,28,0.92,0,0.21,"$75,000-99,999","True",6250,"6900363312043580296CA33",NA,NA,NA,NA,NA,NA,NA,NA,251,24,28,55607,4000,"2011-11-02 00:00:00","Q4 2011","2E3C3530122872233178716",174.2,3309.8,1642.86,1666.94,-52.1,0,2357.14,2357.14,0,1,0,0,0,27
"92622","973935930510484602375D8",958973,"2013-10-17 09:38:22.780000000","",60,"Current","",0.22908,0.2045,0.1945,0.1797,0.0899,0.0898,4,"C",4,1,"MO","Professional","Employed",26,"False","False","","2013-10-17 09:38:25",660,679,"1992-08-01 00:00:00",8,7,15,6,163,1,4,0,0,0,2,0,4852,0.83,393,15,1,0,0.08,"$100,000+","True",8333.333333,"09A03695910043092E4F1D8",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,107141,4500,"2013-10-22 00:00:00","Q4 2013","FE3636953843499106DA4B8",120.35,478.8788,175.79,303.0888,-14.94,0,0,0,0,1,0,0,0,1
"13576","1758359981151045518FEDC",1150529,"2014-01-21 21:12:23.217000000","",36,"Current","",0.33204,0.2924,0.2824,0.25681,0.1525,0.10431,1,"HR",2,1,"TX","Engineer - Electrical","Employed",19,"True","False","","2014-01-21 21:12:25",680,699,"1988-04-01 00:00:00",18,17,38,11,1625,3,5,0,0,0,0,0,70986,0.78,19277,35,1,2,0.31,"$100,000+","True",14583.333333,"2A093705644945354B8B719",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,129536,4000,"2014-01-30 00:00:00","Q1 2014","827937041123235908DC66E",168.15,164.9456,75.22,89.7256,-3.18,0,0,0,0,1,0,0,0,1
"7496","63583582755409470686B06",828067,"2013-07-03 11:29:10.393000000","",36,"Completed","2014-02-12 00:00:00",0.13697,0.1089,0.0989,0.0956,0.0299,0.0657,6,"A",7,1,"WI","Other","Employed",107,"True","False","","2013-06-12 21:26:07",740,759,"2003-11-04 00:00:00",15,15,40,14,613,0,2,0,0,0,0,0,16534,0.67,6242,40,1,0,0.27,"$100,000+","True",8333.333333,"650036866104066483B9AF4",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8,95749,25000,"2013-07-12 00:00:00","Q3 2013","C64635802703342854FC9FB",817.17,26488.76,25000,1488.76,-136.72,0,0,0,0,1,0,0,0,368
"43708","337A3590251681463CABE45",911586,"2013-09-19 13:28:14.740000000","",36,"Current","",0.10038,0.0869,0.0769,0.07506,0.0199,0.05516,7,"AA",10,1,"IL","Attorney","Employed",255,"True","False","","2013-09-19 13:28:17",720,739,"1986-06-01 00:00:00",24,19,44,16,1327,0,1,0,0,0,0,0,97139,0.75,4736,35,1,0,0.27,"$100,000+","True",9833.333333,"EB1736994545725259A2AFF",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,111338,20000,"2013-11-19 00:00:00","Q4 2013","0DE136933565135564DE28D",633.11,1899.33,1472.11,427.22,-49.16,0,0,0,0,1,0,0,0,162
"43149","57C0354104894439250BEDF",565196,"2012-03-05 11:45:09.850000000","",36,"Chargedoff","2013-09-12 00:00:00",0.11766,0.0899,0.0799,0.0797,0.02,0.0597,6,"A",8,18,"IL","Laborer","Employed",42,"True","False","","2012-03-05 11:45:06",680,699,"1999-04-28 00:00:00",5,5,28,3,75,1,5,2,0,10,1,0,975,0.3,1318,24,0.79,2,0.1,"$50,000-74,999","True",5083.333333,"2A733645944141186CB5EE7",1,6,6,0,0,2000,1769.49,-67,301,18,24,61876,5000,"2012-03-13 00:00:00","Q1 2012","5FE13418860916046517B62",158.98,2081.74,1597.26,484.48,-48.87,0,3402.74,3402.74,0,1,0,0,0,80
"75708","C28D3558344396847CB5BC5",638904,"2012-09-13 14:11:17.100000000","",60,"Current","",0.12992,0.1076,0.0976,0.0956,0.0174,0.0782,7,"AA",8,1,"OH","Other","Other",10,"True","False","","2012-09-13 14:11:14",780,799,"1970-11-02 00:00:00",27,24,61,24,1043,0,0,0,0,0,0,0,34618,0.27,83535,55,1,1,0.55,"$25,000-49,999","True",3000,"169E366494757054701141C",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17,76908,15000,"2012-10-31 00:00:00","Q4 2012","E29035574154741664AC51B",324.34,5189.44,3257.12,1932.32,-179.58,0,0,0,0,1,0,0,0,126
"77259","C59B3603967417778D972D5",1188112,"2014-03-01 13:32:08.810000000","",36,"Current","",0.19029,0.1535,0.1435,0.13481,0.0624,0.07241,4,"C",8,1,"IL","Laborer","Employed",203,"True","False","","2014-03-01 13:32:11",640,659,"1999-05-12 00:00:00",8,7,36,5,230,3,6,0,0,13,1,0,5170,0.63,2171,22,0.86,2,0.18,"$25,000-49,999","True",2968,"BFC837075307289857DDDF7",1,1,1,0,0,5000,0,3,0,NA,0,136180,6500,"2014-03-10 00:00:00","Q1 2014","4D5A370234591417583459F",226.44,0,0,0,0,0,0,0,0,1,0,0,0,1
"46534","A6883559388795084A9DE6F",651227,"2012-10-08 16:17:50.237000000","",36,"FinalPaymentInProgress","",0.19645,0.1599,0.1499,0.1417,0.0549,0.0868,5,"B",9,1,"CA","Food Service Management","Employed",62,"False","False","","2012-10-08 16:17:49",700,719,"2001-04-26 00:00:00",4,3,14,2,25,0,0,0,0,6,0,0,333,0.66,167,14,0.71,0,0.08,"$25,000-49,999","True",2666.666667,"56913663484605049C8EEAE",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17,76364,2000,"2012-10-16 00:00:00","Q4 2012","8EE23559199637725C597DC",70.3,1124.8,771.95,352.85,-22.07,0,0,0,0,1,0,0,0,15
"24476","B0F63493135902924DFA73E",473473,"2010-08-27 19:14:26.653000000","",36,"Completed","2011-07-15 00:00:00",0.26456,0.23,0.22,0.1067,0.108,0.1067,3,"D",8,7,"CA","Engineer - Electrical","Employed",77,"False","False","","2010-07-29 14:41:20",680,699,"1999-10-14 00:00:00",4,4,11,3,171,4,6,0,0,0,0,0,2498,0.35,4510,11,0.63,0,0.08,"$75,000-99,999","True",7833.333333,"10753598844367307937955",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,42,44381,3000,"2010-09-15 00:00:00","Q3 2010","4A613385729133796F54B25",116.13,3298.77,3000,298.77,-12.75,0,0,0,0,1,0,0,0,143
"48975","B24A3599348226590C9F9A6",1141424,"2014-01-16 21:08:07.147000000","",60,"Current","",0.21166,0.1875,0.1775,0.16463,0.0824,0.08223,4,"C",7,1,"CA","Civil Service","Employed",243,"True","False","","2014-01-16 21:08:09",720,739,"1975-05-01 00:00:00",11,9,32,4,338,2,7,0,0,0,0,0,17904,0.63,10430,31,0.96,1,0.46,"$50,000-74,999","True",5269.333333,"96613704130759536FF3803",1,22,22,0,0,4000,2007.64,NA,0,NA,2,128189,15000,"2014-01-23 00:00:00","Q1 2014","7B3A3539632147675CDBE0E",387.05,379.3445,148.18,231.1645,-12.74,0,0,0,0,1,0,0,0,1
"2553","40F3340155979345881A363",211753,"2007-10-05 19:41:25.173000000","AA",36,"Completed","2009-10-29 00:00:00",0.11797,0.111,0.111,NA,NA,NA,NA,"",NA,0,"OR","Professional","Full-time",111,"True","False","","2007-11-02 21:05:34.347000000",820,839,"1993-09-13 00:00:00",8,8,28,4,349,2,8,0,0,0,0,0,24884,0.33,48866,27,1,0,0.26,"$25,000-49,999","True",3758.333333,"28D03406776856696B0FA05",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,76,21864,24500,"2007-11-21 00:00:00","Q4 2007","B4153373887549538906B59",803.26,28252.16,24500,3752.16,0,0,0,0,0,1,0,0,0,624
"24867","D718359054664302479DA6C",925862,"2013-09-24 07:19:54.767000000","",60,"Current","",0.18555,0.162,0.152,0.14311,0.0599,0.08321,5,"B",5,1,"NY","Clerical","Employed",96,"True","False","","2013-09-24 07:19:57",660,679,"1999-07-02 00:00:00",11,9,56,11,238,0,9,0,0,14,1,0,5120,0.97,99,45,0.75,2,0.19,"$25,000-49,999","True",2916.666667,"D10D3692984697534BFFD96",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,103074,10000,"2013-09-27 00:00:00","Q3 2013","D8EF3694180238216746E0C",244.24,1221.2,557.29,663.91,-40.99,0,0,0,0,1,0,0,0,46
"113067","EAC535432646674263467FF",577107,"2012-04-10 06:26:11.967000000","",60,"Completed","2013-07-24 00:00:00",0.2968,0.2705,0.2605,0.254,0.099,0.155,3,"D",4,1,"IL","Laborer","Employed",5,"False","False","","2012-03-29 19:31:56",620,639,"1996-08-26 00:00:00",5,5,15,4,153,0,0,0,0,7,0,0,4442,0.99,72,13,0.92,1,0.56,"$1-24,999","True",1135.75,"60CD3646917680472DDC67E",1,29,28,1,0,5000,0,49,0,NA,23,63482,5500,"2012-04-13 00:00:00","Q2 2012","0A9A3385401665864F84AA0",168.11,7254.76,5500,1754.76,-64.88,0,0,0,0,1,1,0,0,52
"42866","941E3552644942228D60BD1",611987,"2012-07-14 16:22:02.253000000","",36,"Past Due (31-60 days)","",0.33553,0.2958,0.2858,0.2727,0.147,0.1257,2,"E",6,3,"IL","Other","Employed",154,"False","False","","2012-07-14 16:21:58",660,679,"1995-07-24 00:00:00",9,9,19,10,197,3,6,0,0,2,1,0,2859,0.43,2469,16,0.81,2,0.18,"$25,000-49,999","True",2083.333333,"EB433656543385865C125FF",NA,NA,NA,NA,NA,NA,NA,NA,50,NA,20,70548,4000,"2012-07-19 00:00:00","Q3 2012","8F0B3552896999245DF6588",168.89,3025.02,1690.08,1334.94,-39.05,0,0,0,0,1,0,0,0,51
"78568","71123584988671803FF0AD7",858387,"2013-08-02 14:00:52.510000000","",36,"Current","",0.13697,0.1089,0.0989,0.0956,0.0299,0.0657,6,"A",7,1,"TX","Sales - Retail","Employed",37,"True","False","","2013-08-02 14:41:32",760,779,"1995-03-01 00:00:00",11,11,35,9,491,0,0,0,0,0,0,0,12419,0.22,21381,35,0.97,1,0.31,"$25,000-49,999","True",3833.333333,"5E703689174262249222852",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7,97716,15000,"2013-08-06 00:00:00","Q3 2013","133D3585644581895CD9A1F",490.3,2937.3247,2167.54,769.7847,-71.1,0,0,0,0,1,0,0,0,1
"92893","F90A3384230691018478037",111973,"2007-03-16 12:05:24.440000000","C",36,"Completed","2008-09-18 00:00:00",0.14207,0.135,0.12,NA,NA,NA,NA,"",NA,0,"GA","Other","Full-time",69,"False","True","C9643379247860156A00EC0","2007-03-09 08:26:46.110000000",640,659,"1994-03-10 00:00:00",6,5,14,4,311,0,0,0,0,0,0,0,7609,0.57,1679,12,0.76,0,0.12,"$100,000+","True",11591.666667,"76493386174314792A4E7CB",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,83,9564,9800,"2007-04-02 00:00:00","Q2 2007","C1BE33841772988884DA07D",332.57,11295.87,9800,1495.87,-115.06,0,0,0,0,1,0,0,0,361
"79425","C1363590513749238F3790F",933555,"2013-09-27 10:40:43.587000000","",60,"Current","",0.19323,0.1695,0.1595,0.14963,0.0649,0.08473,4,"C",4,1,"SC","Other","Employed",150,"True","False","","2013-09-27 10:40:46",740,759,"1990-01-12 00:00:00",17,9,35,4,364,2,15,0,0,0,0,0,4377,0.32,9023,32,0.96,2,0.37,"$50,000-74,999","True",5791.666667,"24C236953970357257D176D",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,106764,15000,"2013-10-23 00:00:00","Q4 2013","9D01369322713349079D5E7",372.39,1482.5942,646.55,836.0442,-49.74,0,0,0,0,1,0,0,0,1
"93205","FE8F33653103788314B8BAE",23419,"2006-07-07 08:01:56.210000000","C",36,"Chargedoff","2008-11-18 00:00:00",0.14126,0.1342,0.1292,NA,NA,NA,NA,"",NA,0,"","","",NA,"True","False","","2006-07-06 07:38:37.580000000",660,679,"1986-01-01 00:00:00",NA,NA,23,3,56,7,18,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,0.22,"Not displayed","True",4833.333333,"3BDC3364931064631BC5BE4",NA,NA,NA,NA,NA,NA,NA,NA,2062,28,92,1911,3000,"2006-07-17 00:00:00","Q3 2006","1E2D336463946609267B3BE",101.69,2338.87,1782.1,556.77,-20.76,0,1217.9,1217.9,0,1,0,0,0,89
"79884","A7A93365691967801B7F086",17067,"2006-05-31 20:53:44.680000000","B",36,"Chargedoff","2008-06-06 00:00:00",0.17019,0.163,0.158,NA,NA,NA,NA,"",NA,0,"","","",NA,"True","False","6A3B336601725506917317E","2006-05-30 23:18:25.243000000",700,719,"1988-01-20 00:00:00",NA,NA,30,5,61,17,33,7,NA,7,0,NA,NA,NA,NA,NA,NA,NA,0.2,"Not displayed","True",3333.333333,"7A59336441713488193A9AF",NA,NA,NA,NA,NA,NA,NA,NA,2224,24,93,1165,3000,"2006-06-06 00:00:00","Q2 2006","9BE33366193047069608C68",105.92,1997.48,1375.53,621.95,-19.07,0,1624.48,1624.47,0,1,0,0,0,37
